Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN14494,2,0,0,4,Meal Plan 1,0,Room_Type 4,66,2018,4,19,Online,0,0,0,112.2,0,Not_Cancelled
INN14495,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,2017,9,9,Offline,0,0,0,54.75,0,Not_Cancelled
INN14496,2,0,2,1,Meal Plan 1,0,Room_Type 1,12,2017,9,12,Online,0,0,0,95.48,1,Not_Cancelled
INN14497,2,0,1,4,Meal Plan 1,0,Room_Type 4,31,2017,10,19,Offline,0,0,0,84,0,Not_Cancelled
INN14498,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,1,Not_Cancelled
INN14499,2,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,89.25,0,Cancelled
INN14500,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,12,9,Corporate,1,0,1,65,0,Not_Cancelled
INN14501,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Cancelled
INN14502,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Cancelled
INN14503,2,1,1,2,Meal Plan 1,0,Room_Type 1,61,2018,12,2,Online,0,0,0,109.8,1,Not_Cancelled
INN14504,2,0,1,1,Meal Plan 1,1,Room_Type 1,134,2018,7,4,Online,0,0,0,109.8,0,Not_Cancelled
INN14505,3,0,1,2,Meal Plan 1,0,Room_Type 1,106,2018,6,17,Online,0,0,0,159.3,0,Cancelled
INN14506,3,0,1,1,Meal Plan 1,0,Room_Type 4,66,2018,6,4,Online,0,0,0,154.8,0,Cancelled
INN14507,2,0,2,1,Meal Plan 1,0,Room_Type 1,82,2018,3,26,Offline,0,0,0,65,0,Not_Cancelled
INN14508,2,0,2,4,Meal Plan 1,0,Room_Type 1,122,2018,5,4,Online,0,0,0,99.45,0,Cancelled
INN14509,1,0,0,2,Not Selected,0,Room_Type 1,5,2018,1,15,Online,0,0,0,63.1,0,Not_Cancelled
INN14510,2,2,2,2,Meal Plan 1,0,Room_Type 2,195,2018,7,10,Online,0,0,0,81.81,1,Not_Cancelled
INN14511,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,10,3,Offline,0,0,0,85.5,0,Not_Cancelled
INN14512,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61,0,Cancelled
INN14513,1,0,0,3,Meal Plan 1,0,Room_Type 1,198,2018,10,18,Online,0,0,0,90.9,0,Cancelled
INN14514,2,0,2,3,Meal Plan 1,0,Room_Type 1,88,2018,4,29,Online,0,0,0,119.85,1,Cancelled
INN14515,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Cancelled
INN14516,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115,0,Cancelled
INN14517,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,117,1,Cancelled
INN14518,2,0,0,2,Not Selected,0,Room_Type 1,52,2018,11,25,Online,0,0,0,79.2,2,Not_Cancelled
INN14519,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Cancelled
INN14520,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,3,31,Offline,0,0,0,72.4,0,Not_Cancelled
INN14521,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,2,22,Online,0,0,0,92,0,Cancelled
INN14522,2,0,1,3,Meal Plan 1,0,Room_Type 1,49,2018,10,3,Online,0,0,0,118.8,2,Not_Cancelled
INN14523,2,2,2,3,Meal Plan 1,0,Room_Type 6,42,2018,9,4,Online,0,0,0,182.34,1,Cancelled
INN14524,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130,0,Not_Cancelled
INN14525,2,0,2,1,Meal Plan 1,0,Room_Type 1,119,2017,12,26,Online,0,0,0,72.25,3,Not_Cancelled
INN14526,1,0,1,2,Meal Plan 1,0,Room_Type 1,41,2017,10,16,Online,0,0,0,96.9,2,Not_Cancelled
INN14527,2,0,2,0,Not Selected,0,Room_Type 1,135,2018,5,22,Online,0,0,0,94.5,2,Not_Cancelled
INN14528,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85,1,Not_Cancelled
INN14529,2,0,2,4,Meal Plan 1,0,Room_Type 4,18,2018,11,13,Online,0,0,0,96.9,1,Not_Cancelled
INN14530,2,0,2,1,Not Selected,0,Room_Type 1,34,2018,10,2,Online,0,0,0,108,0,Cancelled
INN14531,2,0,2,5,Meal Plan 1,0,Room_Type 1,49,2018,5,7,Online,0,0,0,119.85,0,Cancelled
INN14532,2,0,1,2,Meal Plan 1,0,Room_Type 1,28,2018,3,7,Offline,0,0,0,87,1,Not_Cancelled
INN14533,2,0,1,1,Meal Plan 1,0,Room_Type 1,15,2018,5,9,Online,0,0,0,111,1,Not_Cancelled
INN14534,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,Offline,0,0,0,75,0,Not_Cancelled
INN14535,2,0,1,3,Meal Plan 2,0,Room_Type 1,228,2018,10,20,Online,0,0,0,123.25,3,Not_Cancelled
INN14536,2,0,0,1,Meal Plan 1,1,Room_Type 1,31,2018,2,5,Online,0,0,0,89.3,1,Not_Cancelled
INN14537,3,0,0,2,Meal Plan 1,0,Room_Type 4,111,2018,8,11,Online,0,0,0,155.7,1,Not_Cancelled
INN14538,2,0,0,4,Not Selected,0,Room_Type 1,78,2018,4,12,Online,0,0,0,62.18,0,Cancelled
INN14539,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Cancelled
INN14540,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75,0,Cancelled
INN14541,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100,0,Cancelled
INN14542,3,0,0,3,Meal Plan 1,0,Room_Type 1,147,2018,6,2,Offline,0,0,0,124,0,Cancelled
INN14543,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76,0,Not_Cancelled
INN14544,2,0,2,2,Meal Plan 2,1,Room_Type 1,14,2017,9,4,Online,0,0,0,113,3,Not_Cancelled
INN14545,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,0,Not_Cancelled
INN14546,2,0,2,3,Meal Plan 1,0,Room_Type 4,109,2018,5,8,Offline,0,0,0,90.96,1,Not_Cancelled
INN14547,2,0,0,3,Meal Plan 1,0,Room_Type 1,158,2018,7,7,Online,0,0,0,114.3,0,Cancelled
INN14548,2,0,1,2,Not Selected,0,Room_Type 1,53,2018,5,30,Online,0,0,0,116.1,1,Not_Cancelled
INN14549,2,0,0,4,Meal Plan 1,0,Room_Type 4,213,2018,8,31,Online,0,0,0,118.15,1,Cancelled
INN14550,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,81.75,0,Not_Cancelled
INN14551,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,9,17,Complementary,0,0,0,0,0,Not_Cancelled
INN14552,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,26,Online,0,0,0,143,1,Not_Cancelled
INN14553,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,8,15,Online,0,0,0,124,1,Not_Cancelled
INN14554,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,10,12,Corporate,0,0,0,65,0,Not_Cancelled
INN14555,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,18,Online,0,0,0,124,0,Not_Cancelled
INN14556,3,0,0,3,Meal Plan 1,0,Room_Type 1,128,2018,5,4,Offline,0,0,0,105.4,1,Not_Cancelled
INN14557,2,0,2,1,Meal Plan 1,0,Room_Type 1,196,2018,8,28,Online,0,0,0,105.3,0,Cancelled
INN14558,2,0,2,1,Meal Plan 1,0,Room_Type 1,49,2017,12,5,Online,0,0,0,106.2,2,Not_Cancelled
INN14559,2,0,0,4,Not Selected,0,Room_Type 1,25,2018,11,1,Online,0,0,0,85,1,Not_Cancelled
INN14560,2,0,2,1,Not Selected,0,Room_Type 1,138,2018,2,28,Online,0,0,0,63.36,0,Cancelled
INN14561,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Offline,0,0,0,100,0,Cancelled
INN14562,2,0,1,3,Not Selected,0,Room_Type 1,33,2017,12,10,Online,0,0,0,74.25,0,Not_Cancelled
INN14563,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,28,Corporate,0,0,0,77,0,Not_Cancelled
INN14564,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,4,22,Online,0,0,0,131,0,Cancelled
INN14565,2,0,0,3,Meal Plan 1,0,Room_Type 1,92,2017,11,26,Offline,0,0,0,49.07,1,Not_Cancelled
INN14566,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Cancelled
INN14567,2,0,0,3,Meal Plan 1,0,Room_Type 1,129,2018,6,2,Online,0,0,0,126.9,0,Cancelled
INN14568,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,2018,12,1,Online,0,0,0,73.95,0,Cancelled
INN14569,2,0,1,1,Meal Plan 1,0,Room_Type 1,149,2018,3,19,Online,0,0,0,90,1,Not_Cancelled
INN14570,2,0,0,4,Meal Plan 1,0,Room_Type 4,28,2017,11,4,Online,0,0,0,85.59,1,Not_Cancelled
INN14571,1,0,1,4,Meal Plan 2,0,Room_Type 1,12,2017,10,5,Offline,0,0,0,110.5,0,Not_Cancelled
INN14572,2,0,2,2,Meal Plan 1,0,Room_Type 1,65,2017,9,26,Offline,0,0,0,129.2,0,Not_Cancelled
INN14573,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Cancelled
INN14574,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Cancelled
INN14575,2,0,2,5,Meal Plan 1,0,Room_Type 4,66,2018,9,6,Online,0,0,0,138.6,0,Cancelled
INN14576,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Offline,0,0,0,110,0,Cancelled
INN14577,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,2018,4,22,Offline,0,0,0,106,0,Cancelled
INN14578,1,0,2,3,Meal Plan 1,0,Room_Type 1,3,2018,3,3,Online,0,0,0,102,2,Not_Cancelled
INN14579,2,2,0,4,Meal Plan 2,0,Room_Type 6,48,2018,8,30,Online,0,0,0,233.1,0,Cancelled
INN14580,2,1,0,2,Meal Plan 1,0,Room_Type 1,68,2018,12,22,Online,0,0,0,109.8,0,Cancelled
INN14581,2,0,1,4,Meal Plan 1,0,Room_Type 4,32,2017,10,26,Offline,0,0,0,68,1,Not_Cancelled
INN14582,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,25,Corporate,1,0,1,66,1,Not_Cancelled
INN14583,2,0,0,2,Not Selected,0,Room_Type 1,13,2018,8,23,Online,0,0,0,129,1,Cancelled
INN14584,2,0,2,1,Meal Plan 1,1,Room_Type 1,64,2018,6,19,Online,0,0,0,117.9,1,Not_Cancelled
INN14585,2,0,0,2,Meal Plan 1,0,Room_Type 1,36,2017,11,13,Online,0,0,0,96.3,1,Not_Cancelled
INN14586,2,0,0,2,Meal Plan 1,0,Room_Type 1,146,2018,8,11,Online,0,0,0,123.3,1,Not_Cancelled
INN14587,3,0,2,5,Meal Plan 1,0,Room_Type 1,231,2018,8,23,Offline,0,0,0,96.9,2,Not_Cancelled
INN14588,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120,0,Cancelled
INN14589,2,0,1,2,Meal Plan 1,0,Room_Type 4,32,2018,9,2,Online,0,0,0,94.94,1,Not_Cancelled
INN14590,2,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,3,3,Online,0,0,0,83.9,1,Not_Cancelled
INN14591,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70,0,Not_Cancelled
INN14592,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,1,15,Offline,0,0,0,60,0,Not_Cancelled
INN14593,1,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,12,21,Online,0,0,0,79.92,0,Cancelled
INN14594,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65,0,Cancelled
INN14595,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,19.15,0,Cancelled
INN14596,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,2018,8,9,Online,0,0,0,114.3,1,Not_Cancelled
INN14597,2,0,0,2,Meal Plan 1,0,Room_Type 4,95,2018,10,6,Online,0,0,0,132.3,3,Not_Cancelled
INN14598,2,0,0,1,Not Selected,0,Room_Type 1,16,2018,10,7,Online,0,0,0,135,0,Cancelled
INN14599,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,20,Corporate,0,0,0,65,0,Not_Cancelled
INN14600,2,0,0,1,Meal Plan 1,0,Room_Type 1,44,2018,7,8,Corporate,0,0,0,75,0,Not_Cancelled
INN14601,2,0,1,3,Meal Plan 1,1,Room_Type 1,93,2018,11,7,Corporate,0,0,0,161.15,1,Not_Cancelled
INN14602,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Cancelled
INN14603,2,0,0,3,Not Selected,0,Room_Type 6,3,2017,8,11,Online,0,0,0,153,0,Cancelled
INN14604,2,0,0,2,Not Selected,0,Room_Type 1,29,2018,3,4,Online,0,0,0,81.55,2,Not_Cancelled
INN14605,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,2018,8,24,Offline,0,0,0,92.65,2,Not_Cancelled
INN14606,2,0,1,1,Meal Plan 1,0,Room_Type 1,66,2018,4,23,Online,0,0,0,105.3,0,Cancelled
INN14607,2,2,2,3,Meal Plan 1,0,Room_Type 6,13,2017,12,26,Online,0,0,0,192,1,Not_Cancelled
INN14608,2,0,2,3,Meal Plan 1,0,Room_Type 4,6,2017,10,18,Online,0,0,0,136,1,Not_Cancelled
INN14609,2,0,1,2,Meal Plan 1,0,Room_Type 6,69,2018,1,29,Offline,0,0,0,82,0,Not_Cancelled
INN14610,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,86,0,Not_Cancelled
INN14611,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,23,Online,0,0,0,101,0,Cancelled
INN14612,2,0,2,3,Meal Plan 1,0,Room_Type 4,55,2017,11,15,Offline,0,0,0,60,0,Not_Cancelled
INN14613,3,0,1,2,Not Selected,0,Room_Type 1,14,2017,9,14,Online,0,0,0,100.87,1,Not_Cancelled
INN14614,2,0,2,1,Meal Plan 1,0,Room_Type 1,58,2018,4,24,Online,0,0,0,81.08,0,Not_Cancelled
INN14615,2,0,0,1,Meal Plan 1,1,Room_Type 4,1,2018,3,30,Online,0,0,0,125,1,Not_Cancelled
INN14616,2,0,0,2,Meal Plan 1,0,Room_Type 4,14,2018,4,15,Online,0,0,0,142,0,Cancelled
INN14617,1,0,1,2,Meal Plan 1,1,Room_Type 6,0,2018,9,5,Complementary,0,0,0,0,1,Not_Cancelled
INN14618,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185,0,Not_Cancelled
INN14619,2,1,0,2,Meal Plan 1,0,Room_Type 1,55,2018,11,11,Online,0,0,0,113.4,1,Cancelled
INN14620,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2018,10,21,Offline,0,0,0,80.75,2,Not_Cancelled
INN14621,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,11,28,Corporate,0,0,0,77,0,Not_Cancelled
INN14622,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled
INN14623,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80,0,Not_Cancelled
INN14624,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,10,20,Offline,0,0,0,85,0,Not_Cancelled
INN14625,3,0,2,1,Meal Plan 1,0,Room_Type 4,63,2018,6,19,Online,0,0,0,141.3,1,Not_Cancelled
INN14626,2,0,0,3,Meal Plan 1,0,Room_Type 4,54,2018,10,13,Online,0,0,0,139.5,3,Not_Cancelled
INN14627,2,0,2,5,Meal Plan 1,0,Room_Type 1,134,2018,6,9,Online,0,0,0,119.85,1,Cancelled
INN14628,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65,0,Not_Cancelled
INN14629,1,0,0,2,Meal Plan 1,0,Room_Type 1,73,2018,4,7,Online,0,0,0,90.9,0,Cancelled
INN14630,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140,1,Not_Cancelled
INN14631,2,0,1,2,Meal Plan 1,0,Room_Type 1,249,2018,10,28,Online,0,0,0,96.3,0,Cancelled
INN14632,2,0,0,3,Meal Plan 1,0,Room_Type 4,6,2018,3,3,Online,0,0,0,116,0,Cancelled
INN14633,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,2018,2,13,Online,0,0,0,78.3,1,Not_Cancelled
INN14634,2,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,1,13,Online,0,0,0,91.1,0,Not_Cancelled
INN14635,2,0,1,1,Meal Plan 1,0,Room_Type 2,75,2018,3,21,Online,0,0,0,78,0,Not_Cancelled
INN14636,2,0,2,5,Meal Plan 1,0,Room_Type 4,68,2018,7,16,Online,0,0,0,123.17,0,Cancelled
INN14637,2,0,1,1,Not Selected,0,Room_Type 1,24,2018,9,26,Online,0,0,0,107.1,0,Cancelled
INN14638,3,0,1,3,Meal Plan 1,0,Room_Type 6,22,2018,6,13,Online,0,0,0,206,2,Not_Cancelled
INN14639,2,0,0,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,100,0,Not_Cancelled
INN14640,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110,0,Cancelled
INN14641,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,15,Online,0,0,0,159,0,Not_Cancelled
INN14642,2,0,1,4,Not Selected,0,Room_Type 1,99,2018,6,27,Online,0,0,0,94.35,1,Not_Cancelled
INN14643,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,3,10,Online,0,0,0,100.28,1,Not_Cancelled
INN14644,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,5,29,Offline,0,0,0,96,0,Not_Cancelled
INN14645,2,0,0,1,Not Selected,0,Room_Type 1,159,2018,8,5,Online,0,0,0,94.5,0,Cancelled
INN14646,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,0,0,0,95,2,Not_Cancelled
INN14647,2,0,0,4,Meal Plan 1,0,Room_Type 1,0,2017,8,12,Online,0,0,0,76.5,1,Not_Cancelled
INN14648,2,0,2,1,Meal Plan 1,0,Room_Type 1,21,2017,12,27,Online,0,0,0,103.67,0,Not_Cancelled
INN14649,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,2017,8,1,Offline,0,0,0,94.5,0,Not_Cancelled
INN14650,1,0,2,1,Meal Plan 1,0,Room_Type 1,17,2017,9,20,Corporate,0,0,0,65,0,Not_Cancelled
INN14651,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,11,2,Online,0,0,0,130,2,Not_Cancelled
INN14652,2,0,2,1,Meal Plan 1,0,Room_Type 1,155,2018,6,26,Online,0,0,0,96.3,1,Not_Cancelled
INN14653,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,2017,9,19,Corporate,0,0,0,120,0,Not_Cancelled
INN14654,2,1,0,1,Meal Plan 2,0,Room_Type 1,39,2018,9,21,Online,0,0,0,194.85,0,Not_Cancelled
INN14655,2,0,0,2,Meal Plan 1,0,Room_Type 1,94,2018,4,12,Online,0,0,0,96.3,1,Not_Cancelled
INN14656,1,0,1,0,Not Selected,0,Room_Type 1,0,2018,5,9,Offline,0,0,0,66.4,0,Not_Cancelled
INN14657,2,0,0,3,Meal Plan 1,0,Room_Type 2,166,2018,4,21,Online,0,0,0,73.6,2,Not_Cancelled
INN14658,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,19,Online,0,0,0,106,2,Not_Cancelled
INN14659,2,0,2,1,Meal Plan 1,0,Room_Type 1,59,2018,10,2,Online,0,0,0,118.8,1,Cancelled
INN14660,2,0,0,2,Meal Plan 1,1,Room_Type 1,159,2018,7,19,Online,0,0,0,105.3,0,Cancelled
INN14661,3,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,3,24,Online,0,0,0,182,2,Not_Cancelled
INN14662,1,0,0,1,Meal Plan 1,1,Room_Type 1,20,2018,11,29,Corporate,1,0,10,88,1,Not_Cancelled
INN14663,2,0,0,3,Meal Plan 1,0,Room_Type 2,86,2018,7,26,Online,0,0,0,97.54,1,Not_Cancelled
INN14664,2,2,0,4,Meal Plan 1,0,Room_Type 4,4,2018,7,27,Online,0,0,0,176,2,Not_Cancelled
INN14665,2,0,0,3,Meal Plan 1,0,Room_Type 1,126,2018,3,24,Offline,0,0,0,55,0,Not_Cancelled
INN14666,3,0,1,2,Meal Plan 1,0,Room_Type 4,12,2018,4,11,Online,0,0,0,157,2,Not_Cancelled
INN14667,2,0,2,1,Meal Plan 1,1,Room_Type 1,8,2018,10,30,Online,0,0,0,149,1,Not_Cancelled
INN14668,2,0,0,5,Meal Plan 1,0,Room_Type 1,156,2018,11,8,Online,0,0,0,131.52,0,Cancelled
INN14669,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,5,20,Online,0,0,0,140.4,1,Not_Cancelled
INN14670,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,8,10,Online,0,0,0,114.3,1,Not_Cancelled
INN14671,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,6,28,Online,0,0,0,127,1,Not_Cancelled
INN14672,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,6,21,Online,0,0,0,127.67,0,Cancelled
INN14673,2,0,1,1,Meal Plan 1,0,Room_Type 1,64,2018,8,6,Online,0,0,0,154.1,1,Not_Cancelled
INN14674,2,2,2,1,Meal Plan 1,0,Room_Type 6,4,2018,4,17,Online,0,0,0,152.85,2,Not_Cancelled
INN14675,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,4,11,Online,0,0,0,116,0,Cancelled
INN14676,2,0,0,3,Meal Plan 1,0,Room_Type 4,24,2018,12,8,Online,0,0,0,94.93,0,Not_Cancelled
INN14677,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Offline,0,0,0,160,0,Cancelled
INN14678,2,0,2,1,Meal Plan 1,0,Room_Type 1,177,2018,10,30,Offline,0,0,0,90.9,0,Not_Cancelled
INN14679,2,0,2,1,Meal Plan 1,0,Room_Type 4,35,2018,10,8,Online,0,0,0,151.5,1,Not_Cancelled
INN14680,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled
INN14681,2,0,2,4,Meal Plan 1,0,Room_Type 4,58,2018,9,4,Online,0,0,0,128.1,1,Cancelled
INN14682,2,0,0,2,Meal Plan 1,0,Room_Type 1,46,2018,1,22,Online,0,0,0,80.3,1,Not_Cancelled
INN14683,2,0,1,1,Not Selected,0,Room_Type 1,104,2018,5,23,Online,0,0,0,116.1,1,Not_Cancelled
INN14684,2,0,1,2,Meal Plan 1,0,Room_Type 4,80,2018,12,26,Online,0,0,0,102.6,0,Cancelled
INN14685,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,12,2,Corporate,0,0,0,85,0,Not_Cancelled
INN14686,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,7,29,Online,0,0,0,89,0,Not_Cancelled
INN14687,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,11,5,Online,0,0,0,140,1,Cancelled
INN14688,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,2018,1,23,Online,0,0,0,72.9,0,Cancelled
INN14689,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,28,Online,0,0,0,79,0,Not_Cancelled
INN14690,1,0,0,4,Meal Plan 1,1,Room_Type 1,213,2018,9,27,Online,0,0,0,118.65,0,Cancelled
INN14691,2,0,2,1,Meal Plan 1,0,Room_Type 1,8,2017,9,20,Online,0,0,0,126,1,Not_Cancelled
INN14692,2,0,0,2,Meal Plan 1,0,Room_Type 1,50,2018,2,26,Online,0,0,0,78.3,0,Cancelled
INN14693,2,0,2,5,Not Selected,0,Room_Type 1,34,2018,12,3,Online,0,0,0,54.71,1,Not_Cancelled
INN14694,2,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,2,20,Offline,0,0,0,62,1,Not_Cancelled
INN14695,1,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,90,0,Not_Cancelled
INN14696,2,0,1,2,Meal Plan 1,0,Room_Type 1,13,2017,8,24,Online,0,0,0,90,2,Not_Cancelled
INN14697,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,1,30,Online,0,0,0,88.33,0,Not_Cancelled
INN14698,2,0,0,3,Meal Plan 1,0,Room_Type 1,188,2018,8,3,Online,0,0,0,105.3,1,Cancelled
INN14699,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,10,10,Corporate,1,0,1,153,0,Not_Cancelled
INN14700,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Cancelled
INN14701,2,1,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,0,0,0,203.85,2,Not_Cancelled
INN14702,1,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,11,9,Corporate,0,0,0,103,0,Cancelled
INN14703,2,1,2,5,Meal Plan 1,0,Room_Type 4,22,2017,9,5,Online,0,0,0,105.65,2,Not_Cancelled
INN14704,2,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,6,21,Online,0,0,0,96.3,1,Not_Cancelled
INN14705,1,0,2,6,Meal Plan 1,0,Room_Type 1,1,2018,4,12,Aviation,0,0,0,95,0,Cancelled
INN14706,3,0,2,2,Meal Plan 1,0,Room_Type 1,141,2018,8,20,Offline,0,0,0,96.9,0,Not_Cancelled
INN14707,2,0,2,5,Meal Plan 1,0,Room_Type 1,195,2018,7,21,Online,0,0,0,90.95,1,Not_Cancelled
INN14708,2,0,0,2,Meal Plan 1,0,Room_Type 1,42,2017,11,20,Offline,0,0,0,63,2,Not_Cancelled
INN14709,2,0,1,2,Meal Plan 1,0,Room_Type 1,83,2018,4,25,Online,0,0,0,96.3,1,Not_Cancelled
INN14710,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,6,26,Online,0,0,0,108.9,1,Cancelled
INN14711,2,0,1,3,Not Selected,0,Room_Type 1,180,2018,7,28,Online,0,0,0,85,1,Not_Cancelled
INN14712,2,0,2,2,Meal Plan 1,0,Room_Type 4,175,2018,10,28,Online,0,0,0,104.4,0,Cancelled
